Timestamp (24hr),Timestamp (Epoch UTC),Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Tag8,Tag9,Tag10
2025-09-02 00:00:27,1756751427,97.38,43.57,10.15,55.19,73.8,23.49,37.39,68.97,64.09,53.47
2025-09-02 00:00:28,1756751428,98.61,81.61,35.18,53.25,84.34,85.72,42.04,86.68,11.26,58.28
2025-09-02 00:00:29,1756751429,44.63,16.34,45.22,30.8,31.71,81.8,31.39,63.25,25.83,70.08
2025-09-02 00:00:30,1756751430,30.31,88.86,50.0,79.03,92.37,68.22,42.93,54.0,23.69,18.3
2025-09-02 00:00:31,1756751431,35.56,31.48,28.53,65.92,62.31,39.21,80.38,44.03,66.46,97.77
2025-09-02 00:00:32,1756751432,31.38,31.26,75.93,32.45,80.32,40.07,33.22,36.9,11.87,22.5
2025-09-02 00:00:33,1756751433,95.46,39.41,31.03,79.11,32.96,22.09,65.87,58.43,40.14,29.68
2025-09-02 00:00:34,1756751434,59.63,25.23,61.84,89.24,70.31,35.14,60.23,72.27,31.55,57.92
2025-09-02 00:00:35,1756751435,30.16,90.08,79.61,94.1,62.73,97.49,93.23,51.44,69.46,18.63
2025-09-02 00:00:36,1756751436,34.61,86.19,52.49,81.77,92.31,34.94,87.41,23.75,33.38,14.96
2025-09-02 00:00:37,1756751437,35.09,64.07,22.32,62.08,75.42,32.84,91.97,94.15,23.14,82.21
2025-09-02 00:00:38,1756751438,50.41,66.63,91.46,60.68,45.14,68.56,87.62,18.26,67.03,55.56
2025-09-02 00:00:39,1756751439,97.32,95.26,82.99,86.05,56.39,86.45,59.25,68.08,95.29,87.08
2025-09-02 00:00:40,1756751440,71.86,66.81,81.2,95.09,99.86,38.66,63.32,66.07,42.37,43.86
2025-09-02 00:00:41,1756751441,79.1,24.43,17.9,77.69,66.56,14.34,60.2,78.75,85.7,43.44
2025-09-02 00:00:42,1756751442,14.56,54.04,95.06,54.38,83.91,91.29,48.34,61.88,48.94,11.87
2025-09-02 00:00:43,1756751443,66.86,94.36,56.76,83.1,50.76,55.67,73.78,13.36,50.54,70.38
2025-09-02 00:00:44,1756751444,34.15,35.55,29.71,82.12,92.64,67.63,87.45,39.33,99.02,40.99
2025-09-02 00:00:45,1756751445,93.61,67.21,96.85,96.67,94.4,32.03,85.36,96.41,12.23,97.96
2025-09-02 00:00:46,1756751446,28.31,30.44,65.98,33.23,40.15,87.99,84.07,15.14,71.86,12.63
2025-09-02 00:00:47,1756751447,51.42,36.99,87.57,12.54,49.51,78.85,31.52,83.51,48.94,86.06
2025-09-02 00:00:48,1756751448,22.02,81.24,29.9,35.73,82.93,13.56,64.55,93.2,18.44,71.03
2025-09-02 00:00:49,1756751449,92.6,42.11,36.38,36.55,95.11,89.44,54.63,29.86,46.92,34.66
2025-09-02 00:00:50,1756751450,13.02,75.76,72.63,49.4,41.21,17.77,45.73,38.95,99.94,60.69
2025-09-02 00:00:51,1756751451,74.01,38.43,62.08,50.65,87.7,77.87,83.1,26.73,17.48,28.35
2025-09-02 00:00:52,1756751452,44.64,11.61,13.85,11.12,51.86,52.77,39.7,47.07,85.1,96.24
2025-09-02 00:00:53,1756751453,20.17,92.99,54.41,81.24,93.35,79.69,18.94,94.07,82.93,58.58
2025-09-02 00:00:54,1756751454,95.47,47.51,28.66,95.64,44.18,17.72,46.75,34.42,10.29,25.06
2025-09-02 00:00:55,1756751455,14.04,31.21,17.56,34.32,10.79,96.96,21.48,70.78,93.83,70.73
2025-09-02 00:00:56,1756751456,93.76,24.84,43.42,88.57,61.63,59.75,99.58,66.26,10.25,90.92
2025-09-02 00:00:57,1756751457,67.46,33.89,80.73,26.61,30.85,21.87,15.07,97.7,72.53,59.02
2025-09-02 00:00:59,1756751459,31.69,27.26,34.09,79.69,39.39,86.93,87.56,30.3,48.54,42.53
2025-09-02 00:01:00,1756751460,23.45,46.33,47.0,81.07,59.54,66.7,86.3,57.86,68.11,71.21
2025-09-02 00:01:01,1756751461,55.29,22.49,19.88,52.2,36.41,13.71,53.14,79.21,44.98,18.63
2025-09-02 00:01:02,1756751462,92.87,85.04,39.62,65.61,38.98,98.86,57.0,13.0,78.51,43.21
2025-09-02 00:01:03,1756751463,75.46,47.07,27.07,64.9,70.27,39.86,80.87,58.32,43.42,47.19
2025-09-02 00:01:04,1756751464,43.62,79.94,85.1,36.86,49.99,74.95,61.06,66.81,56.73,59.97
2025-09-02 00:01:05,1756751465,73.0,64.23,88.06,36.96,98.25,34.58,50.01,16.37,24.8,33.68
2025-09-02 00:01:06,1756751466,35.13,54.85,81.16,29.58,83.01,88.74,37.24,54.24,54.74,47.55
2025-09-02 00:01:07,1756751467,78.96,31.96,32.43,29.87,94.33,52.94,76.51,62.48,38.45,30.9
2025-09-02 00:01:08,1756751468,48.63,56.34,84.02,71.67,35.3,48.91,47.18,86.71,90.39,91.2
2025-09-02 00:01:09,1756751469,47.34,71.96,85.6,22.06,59.51,12.08,36.25,78.05,77.03,58.04
2025-09-02 00:01:10,1756751470,10.97,20.57,53.14,84.29,93.41,98.98,61.56,54.23,45.96,79.25
2025-09-02 00:01:11,1756751471,40.15,54.12,59.82,47.87,88.49,63.56,79.51,50.42,11.59,46.27
2025-09-02 00:01:12,1756751472,45.54,50.42,41.91,57.74,85.36,45.42,46.29,31.84,84.84,51.29
2025-09-02 00:01:13,1756751473,20.97,92.78,94.9,51.28,31.51,87.14,43.82,20.81,37.18,13.98
2025-09-02 00:01:14,1756751474,73.68,12.64,20.88,30.75,61.34,92.1,19.26,72.19,55.86,49.63
2025-09-02 00:01:15,1756751475,56.78,53.09,70.86,37.06,27.27,82.42,18.25,20.14,88.09,23.9
2025-09-02 00:01:16,1756751476,34.8,83.19,92.73,19.65,83.91,78.86,96.81,51.3,98.72,12.64
2025-09-02 00:01:17,1756751477,57.23,48.86,98.38,25.66,54.75,14.04,62.38,68.47,17.83,46.72
2025-09-02 00:01:18,1756751478,43.08,28.22,86.22,37.9,95.69,58.74,37.46,53.52,53.58,29.74
2025-09-02 00:01:19,1756751479,11.23,83.82,78.29,76.17,10.24,80.73,67.44,17.99,31.78,26.54
2025-09-02 00:01:20,1756751480,80.26,15.62,12.9,14.06,83.24,32.33,94.17,36.32,81.24,69.96
2025-09-02 00:01:21,1756751481,54.58,69.79,38.72,75.01,89.29,49.24,58.99,85.92,57.73,31.19
2025-09-02 00:01:22,1756751482,50.58,37.5,29.3,53.97,62.55,21.76,55.96,71.31,18.42,39.32
2025-09-02 00:01:23,1756751483,42.99,61.75,59.99,10.33,70.64,45.28,25.73,75.93,83.67,50.87
2025-09-02 00:01:24,1756751484,57.73,32.52,54.09,87.19,53.49,26.21,40.44,57.97,59.84,20.22
2025-09-02 00:01:25,1756751485,97.37,85.27,60.26,45.4,23.49,66.86,43.71,73.72,61.1,60.04
2025-09-02 00:01:26,1756751486,19.14,80.66,79.59,43.85,13.01,85.17,70.77,14.42,12.79,15.69
2025-09-02 00:01:27,1756751487,26.58,12.23,93.8,38.05,43.83,19.41,35.06,21.4,50.54,11.29
2025-09-02 00:01:28,1756751488,20.23,76.9,79.11,28.63,72.39,78.17,55.83,21.94,68.52,42.74
2025-09-02 00:01:29,1756751489,35.84,36.44,22.96,93.04,36.2,39.16,57.74,39.18,71.41,71.75
2025-09-02 00:01:30,1756751490,68.46,90.18,36.66,97.65,93.57,63.68,86.94,37.5,46.45,20.66
2025-09-02 00:01:31,1756751491,61.03,88.91,94.92,38.48,19.35,59.7,90.61,29.13,46.78,82.9
2025-09-02 00:01:32,1756751492,94.18,66.15,54.15,71.52,70.37,62.04,64.0,18.81,42.73,38.59
2025-09-02 00:01:33,1756751493,39.75,53.7,10.87,34.68,73.83,47.75,69.39,32.35,90.06,74.65
2025-09-02 00:01:34,1756751494,62.32,34.48,66.15,26.58,40.19,87.4,51.24,65.17,98.44,45.8
2025-09-02 00:01:35,1756751495,62.43,19.52,71.08,75.21,18.68,20.92,56.16,90.78,60.09,72.09
2025-09-02 00:01:36,1756751496,52.44,65.75,76.04,41.42,78.97,23.83,36.81,67.5,42.54,79.84
2025-09-02 00:01:37,1756751497,49.16,70.86,23.73,12.47,99.93,10.87,61.39,44.91,72.07,19.39
2025-09-02 00:01:38,1756751498,46.5,20.31,66.94,65.53,44.36,54.78,80.0,99.16,82.2,99.44
2025-09-02 00:01:39,1756751499,89.04,28.68,31.97,59.43,93.29,36.15,89.59,36.56,26.23,28.13
2025-09-02 00:01:40,1756751500,90.9,88.93,31.99,93.81,66.7,46.66,56.66,81.44,90.22,73.12
2025-09-02 00:01:41,1756751501,63.86,50.8,58.99,38.29,82.15,47.96,17.85,49.72,87.28,34.44
2025-09-02 00:01:42,1756751502,86.46,14.3,82.07,78.42,61.36,40.01,98.26,30.84,77.69,60.91
2025-09-02 00:01:43,1756751503,17.85,78.05,42.62,83.8,14.33,25.1,46.2,97.12,77.45,66.53
2025-09-02 00:01:44,1756751504,29.21,17.37,90.8,41.29,48.92,37.29,85.66,45.82,48.05,78.36
2025-09-02 00:01:45,1756751505,36.39,55.56,44.66,76.1,87.16,50.79,24.43,91.1,64.04,90.39
2025-09-02 00:01:46,1756751506,10.84,55.83,61.8,38.5,53.15,77.0,12.57,59.47,46.95,21.66
2025-09-02 00:01:47,1756751507,29.74,56.16,89.62,35.7,88.44,18.88,94.98,39.21,76.71,35.32
2025-09-02 00:01:48,1756751508,75.0,25.98,57.22,44.61,92.8,11.09,67.44,44.44,53.16,45.08
2025-09-02 00:01:49,1756751509,99.53,48.17,23.78,10.99,61.0,63.74,71.69,55.91,74.33,36.01
2025-09-02 00:01:50,1756751510,33.69,58.67,69.97,31.31,82.7,10.05,49.5,91.01,89.85,83.87
2025-09-02 00:01:51,1756751511,32.7,42.3,60.61,82.08,53.66,78.63,16.92,96.61,90.02,41.75
2025-09-02 00:01:52,1756751512,18.53,82.73,12.97,58.8,26.01,56.35,60.5,85.96,94.26,13.31
2025-09-02 00:01:53,1756751513,99.33,98.87,86.99,66.86,12.17,60.59,91.29,90.52,52.06,61.74
2025-09-02 00:01:54,1756751514,64.38,47.66,81.06,13.52,91.63,48.14,90.28,87.55,63.16,63.54
2025-09-02 00:01:55,1756751515,79.54,22.72,40.65,10.07,41.61,74.39,98.32,34.27,10.31,86.4
2025-09-02 00:01:56,1756751516,81.61,98.33,67.64,26.92,63.9,71.04,35.15,32.77,65.09,37.39
2025-09-02 00:01:57,1756751517,28.42,86.79,61.59,24.57,72.53,44.21,16.23,15.04,54.44,42.04
2025-09-02 00:01:58,1756751518,13.56,67.74,49.37,98.18,41.81,32.68,49.05,90.93,62.57,57.87
2025-09-02 00:01:59,1756751519,96.21,49.41,73.17,95.87,86.72,50.67,33.24,32.05,74.69,56.7
2025-09-02 00:02:00,1756751520,22.82,86.27,95.82,47.86,37.78,92.9,68.69,89.04,50.4,47.29
2025-09-02 00:02:01,1756751521,46.65,19.08,71.83,37.74,33.16,24.23,98.21,46.91,79.49,71.08
2025-09-02 00:02:02,1756751522,82.59,86.89,31.66,87.51,76.57,59.36,82.01,52.86,86.05,19.62
2025-09-02 00:02:03,1756751523,89.26,61.81,34.87,87.72,19.69,63.92,65.23,42.07,19.46,64.25
2025-09-02 00:02:04,1756751524,52.19,71.3,74.09,45.61,80.56,25.56,20.89,92.72,89.64,52.94
2025-09-02 00:02:05,1756751525,95.13,60.46,33.18,22.16,52.89,63.46,14.2,80.23,24.95,23.16
2025-09-02 00:02:06,1756751526,82.48,24.02,92.25,15.45,78.51,70.99,98.94,81.56,53.08,94.19
2025-09-02 00:02:07,1756751527,69.38,53.79,31.03,66.33,27.31,83.61,80.88,83.96,68.22,12.5
2025-09-02 00:02:08,1756751528,56.5,93.06,62.07,64.95,62.96,49.7,31.53,33.54,89.55,84.72
2025-09-02 00:02:09,1756751529,68.52,42.5,28.54,74.9,85.47,36.98,94.63,18.25,26.64,31.26
2025-09-02 00:02:10,1756751530,72.55,56.83,49.09,89.65,10.27,24.86,27.94,53.26,91.68,24.27
2025-09-02 00:02:11,1756751531,48.64,67.19,60.37,95.04,50.54,22.09,98.75,89.55,40.44,49.71
2025-09-02 00:02:12,1756751532,48.36,20.15,21.78,31.62,25.76,31.23,41.57,76.5,66.61,33.43
2025-09-02 00:02:14,1756751534,53.08,85.49,86.75,13.41,74.49,47.65,95.94,76.86,16.96,43.71
2025-09-02 00:02:15,1756751535,78.12,91.4,47.26,37.61,81.71,38.3,89.86,95.53,64.51,18.67
2025-09-02 00:02:16,1756751536,66.39,17.78,85.54,25.06,89.91,36.73,54.54,48.31,28.47,49.52
2025-09-02 00:02:17,1756751537,80.74,77.52,70.95,75.04,58.92,86.78,22.1,23.55,16.47,35.67
2025-09-02 00:02:18,1756751538,77.67,90.07,50.5,55.16,79.09,92.07,20.48,43.62,92.12,44.18
2025-09-02 00:02:19,1756751539,72.42,51.09,51.71,74.99,19.02,89.09,48.69,34.02,98.45,82.25
2025-09-02 00:02:20,1756751540,50.92,73.7,23.97,94.82,52.5,12.17,18.63,26.71,10.38,24.66
2025-09-02 00:02:21,1756751541,78.59,57.84,33.49,73.8,63.09,27.83,61.55,33.72,53.38,40.27
2025-09-02 00:02:22,1756751542,86.42,63.97,89.51,70.53,71.79,47.62,40.88,81.07,26.38,41.66
2025-09-02 00:02:23,1756751543,95.74,48.4,10.57,69.79,93.59,81.03,93.18,46.36,31.54,84.96
2025-09-02 00:02:24,1756751544,77.21,84.29,33.62,34.27,14.23,42.8,48.94,54.96,79.37,32.21
2025-09-02 00:02:25,1756751545,10.24,54.21,78.78,84.25,43.98,83.71,47.57,91.47,47.67,98.52
2025-09-02 00:02:26,1756751546,87.27,71.72,86.67,75.16,38.9,88.54,97.75,73.69,75.15,39.21
2025-09-02 00:02:27,1756751547,39.9,14.83,77.36,42.26,40.03,59.94,56.22,95.3,36.95,70.54
2025-09-02 00:02:28,1756751548,26.83,38.71,92.54,73.83,33.54,66.35,52.45,19.26,59.1,71.85
2025-09-02 00:02:29,1756751549,33.45,64.32,50.39,12.25,30.29,77.45,62.49,77.6,33.14,68.2
2025-09-02 00:02:30,1756751550,16.33,47.48,53.45,62.87,29.0,84.69,15.87,80.91,92.77,92.87
2025-09-02 00:02:31,1756751551,46.25,98.05,47.12,26.56,17.4,68.33,11.5,93.3,83.69,87.58
2025-09-02 00:02:32,1756751552,45.1,35.32,57.9,15.35,44.42,93.58,64.23,26.92,19.08,19.86
2025-09-02 00:02:33,1756751553,90.35,11.66,85.97,71.54,79.61,67.43,49.61,42.51,91.32,33.73
2025-09-02 00:02:34,1756751554,93.63,86.74,78.97,75.96,98.21,88.09,93.51,46.9,94.92,90.29
2025-09-02 00:02:35,1756751555,36.28,13.83,82.55,27.94,35.95,23.13,41.17,67.2,97.97,12.55
2025-09-02 00:02:36,1756751556,99.05,12.1,12.51,90.67,36.12,84.54,23.61,63.43,88.53,63.56
2025-09-02 00:02:37,1756751557,15.9,29.89,32.75,61.83,45.75,66.98,41.86,83.79,95.26,31.08
2025-09-02 00:02:38,1756751558,31.83,59.51,42.81,90.23,24.63,55.76,82.83,93.65,39.9,32.75
2025-09-02 00:02:39,1756751559,18.04,33.03,95.81,34.11,92.02,75.26,43.26,41.56,78.09,66.79
2025-09-02 00:02:40,1756751560,90.87,74.85,88.37,68.12,82.19,77.88,25.7,76.16,83.9,17.01
2025-09-02 00:02:41,1756751561,42.38,93.61,13.48,71.11,34.9,20.1,44.4,25.48,21.97,23.98
2025-09-02 00:02:42,1756751562,72.36,16.36,78.68,14.72,40.89,57.2,84.04,32.42,27.06,52.93
2025-09-02 00:02:43,1756751563,87.16,45.82,68.18,45.24,38.93,83.11,31.67,43.99,90.46,21.13
2025-09-02 00:02:44,1756751564,86.34,10.38,97.96,86.11,88.61,57.75,27.57,14.3,89.68,81.43
2025-09-02 00:02:45,1756751565,39.61,99.23,25.24,11.98,13.0,48.44,57.19,81.43,50.17,26.83
2025-09-02 00:02:46,1756751566,75.57,16.59,74.7,69.93,95.57,54.83,86.61,26.03,35.74,97.0
2025-09-02 00:02:47,1756751567,28.22,62.92,19.84,82.18,36.1,78.39,32.79,14.1,90.36,64.31
2025-09-02 00:02:48,1756751568,77.01,13.44,65.99,92.7,30.31,39.01,85.21,19.94,31.5,91.03
2025-09-02 00:02:49,1756751569,85.94,39.75,56.63,58.89,63.65,57.57,43.2,97.05,97.46,53.02
2025-09-02 00:02:50,1756751570,85.72,98.56,37.55,63.47,33.09,59.65,37.27,58.92,41.1,82.28
2025-09-02 00:02:51,1756751571,96.8,28.6,27.9,98.04,78.68,72.39,40.96,61.26,37.66,28.18
2025-09-02 00:02:52,1756751572,44.0,65.73,82.43,65.49,97.99,52.85,24.45,25.92,64.93,70.48
2025-09-02 00:02:53,1756751573,59.07,91.52,92.94,18.83,61.77,36.49,83.86,98.22,51.99,37.39
2025-09-02 00:02:54,1756751574,80.5,82.91,69.14,48.48,18.77,83.51,55.12,89.68,77.54,72.55
2025-09-02 00:02:55,1756751575,83.34,99.48,48.96,68.52,86.22,34.22,34.29,57.87,60.91,39.88
2025-09-02 00:02:56,1756751576,17.46,65.9,10.96,18.17,90.49,79.52,36.82,33.02,22.38,61.12
2025-09-02 00:02:57,1756751577,47.82,67.92,46.62,10.79,46.19,76.95,34.82,87.41,38.48,87.08
2025-09-02 00:02:58,1756751578,55.67,86.79,46.79,90.89,92.34,52.44,88.28,68.52,13.51,15.28
2025-09-02 00:02:59,1756751579,50.91,89.57,92.09,89.09,76.38,58.81,59.75,56.06,12.58,26.19
2025-09-02 00:03:00,1756751580,66.77,76.59,53.73,41.03,54.89,73.38,51.39,11.0,80.17,11.89
2025-09-02 00:03:01,1756751581,57.04,58.43,95.79,44.14,43.79,97.24,76.87,24.38,59.12,67.02
2025-09-02 00:03:02,1756751582,89.16,73.26,10.16,48.67,43.48,19.01,16.99,63.18,31.81,64.29
2025-09-02 00:03:03,1756751583,47.44,93.86,41.38,12.26,29.09,94.48,78.08,57.7,88.68,83.62
2025-09-02 00:03:04,1756751584,45.16,44.34,85.98,20.85,38.0,49.93,40.2,92.1,26.29,32.44
2025-09-02 00:03:05,1756751585,51.68,19.73,39.01,94.25,79.69,89.04,93.54,76.06,53.85,17.28
2025-09-02 00:03:06,1756751586,47.5,64.48,74.35,57.68,87.02,53.82,91.42,45.81,90.86,81.23
2025-09-02 00:03:07,1756751587,89.87,57.26,63.17,65.89,34.83,88.87,35.12,73.85,13.06,39.67
2025-09-02 00:03:08,1756751588,53.32,34.7,58.27,80.79,48.42,88.26,60.83,82.62,64.85,76.46
2025-09-02 00:03:09,1756751589,11.11,74.67,67.31,19.25,86.29,86.31,43.46,77.8,65.86,44.7
2025-09-02 00:03:10,1756751590,53.01,97.35,80.76,79.49,65.48,58.02,70.74,11.79,44.23,44.76
2025-09-02 00:03:11,1756751591,47.25,81.31,32.48,98.84,81.75,55.91,23.27,35.45,43.81,69.0
2025-09-02 00:03:12,1756751592,39.93,93.86,23.76,95.12,20.61,23.72,31.77,62.57,52.04,66.59
2025-09-02 00:03:13,1756751593,51.45,88.94,45.7,79.73,44.0,85.84,76.35,11.11,68.15,72.28
2025-09-02 00:03:14,1756751594,39.44,82.21,58.91,51.26,58.62,36.47,93.05,50.16,20.76,38.29
2025-09-02 00:03:15,1756751595,90.26,47.4,55.93,64.53,63.7,93.49,93.46,85.87,93.91,75.18
2025-09-02 00:03:16,1756751596,90.2,15.85,40.92,99.61,87.98,16.99,83.89,65.61,55.82,78.77
2025-09-02 00:03:17,1756751597,45.18,27.34,73.24,96.84,68.71,54.3,29.33,86.49,65.2,34.05
2025-09-02 00:03:18,1756751598,97.43,38.79,59.86,15.55,85.8,44.9,38.16,56.43,93.32,42.03
2025-09-02 00:03:19,1756751599,54.5,83.9,34.49,19.95,81.93,27.25,29.78,28.7,95.04,10.43
2025-09-02 00:03:20,1756751600,17.82,66.4,20.83,81.23,62.52,72.7,60.04,90.27,55.98,54.7
2025-09-02 00:03:21,1756751601,87.94,84.07,42.63,68.93,79.56,30.96,16.07,31.69,84.66,84.09
2025-09-02 00:03:22,1756751602,80.11,70.2,86.21,84.61,28.58,87.09,32.07,81.42,62.88,18.09
2025-09-02 00:03:23,1756751603,80.94,47.83,84.87,67.15,54.34,83.95,73.23,80.21,88.55,97.2
2025-09-02 00:03:24,1756751604,51.04,44.34,71.96,68.1,15.29,57.28,26.77,64.23,89.54,11.51
2025-09-02 00:03:25,1756751605,18.75,87.53,37.94,89.43,18.99,95.2,15.4,98.92,33.66,34.32
2025-09-02 00:03:26,1756751606,47.32,82.83,89.02,97.44,25.4,63.22,60.94,44.0,69.42,71.83
2025-09-02 00:03:27,1756751607,60.58,18.32,51.32,88.76,64.83,19.53,33.27,53.77,45.12,98.88
2025-09-02 00:03:28,1756751608,20.16,19.03,99.67,84.73,39.6,10.68,65.67,68.82,18.18,68.27
2025-09-02 00:03:29,1756751609,47.9,35.99,99.24,36.0,59.24,17.72,52.91,80.87,48.94,21.8
2025-09-02 00:03:30,1756751610,58.54,75.19,51.91,31.49,35.61,57.68,51.12,65.39,59.07,19.08
2025-09-02 00:03:31,1756751611,65.34,86.14,92.88,39.13,33.51,13.59,16.46,49.59,97.06,84.99
2025-09-02 00:03:32,1756751612,91.01,97.28,94.84,22.9,48.98,47.17,18.49,42.03,50.16,43.17
2025-09-02 00:03:33,1756751613,52.67,82.76,23.92,74.39,25.09,67.45,37.53,99.71,34.88,70.85
2025-09-02 00:03:34,1756751614,62.47,54.97,10.4,16.2,33.49,89.96,76.34,30.2,59.22,86.67
2025-09-02 00:03:35,1756751615,99.18,37.67,72.52,90.65,18.96,57.1,21.1,74.1,63.0,21.09
2025-09-02 00:03:36,1756751616,93.84,45.13,43.17,74.0,21.74,36.19,62.1,41.12,24.23,27.24
2025-09-02 00:03:37,1756751617,83.18,60.61,81.03,28.27,52.45,89.3,54.12,20.63,55.29,22.25
2025-09-02 00:03:39,1756751619,69.75,59.78,62.23,63.67,89.65,61.69,24.11,80.83,85.32,69.3
2025-09-02 00:03:40,1756751620,97.69,39.58,88.27,26.13,62.78,53.26,12.65,18.16,44.72,83.53
2025-09-02 00:03:41,1756751621,29.46,47.84,91.63,59.36,83.75,40.25,28.33,67.2,23.49,41.11
2025-09-02 00:03:42,1756751622,99.22,26.63,30.76,82.59,41.97,71.89,52.34,72.15,84.03,19.23
2025-09-02 00:03:43,1756751623,56.85,43.94,76.5,12.76,24.38,24.71,18.28,12.42,87.62,89.59
2025-09-02 00:03:44,1756751624,39.65,95.76,15.22,57.8,93.9,91.35,17.29,29.74,64.8,88.8
2025-09-02 00:03:45,1756751625,34.83,14.69,52.94,79.48,57.86,88.53,36.24,72.06,96.19,13.42
2025-09-02 00:03:46,1756751626,76.7,73.35,82.03,42.26,84.75,25.43,67.09,28.8,11.89,11.02
2025-09-02 00:03:47,1756751627,79.48,80.86,21.9,46.42,95.74,46.62,23.79,36.9,89.37,72.03
2025-09-02 00:03:48,1756751628,27.28,78.71,77.52,37.03,49.3,69.98,53.12,79.49,52.56,74.66
2025-09-02 00:03:49,1756751629,37.58,49.86,10.37,46.61,82.4,67.88,86.98,57.14,97.94,93.27
2025-09-02 00:03:50,1756751630,68.5,56.05,43.61,13.74,18.71,57.72,34.96,42.45,85.98,55.23
2025-09-02 00:03:51,1756751631,28.56,93.81,74.55,11.37,26.31,86.99,97.18,39.73,18.44,20.77
2025-09-02 00:03:52,1756751632,42.29,61.64,84.21,45.12,73.7,45.39,51.99,16.72,23.43,28.86
2025-09-02 00:03:53,1756751633,29.09,29.37,40.1,83.39,68.52,56.63,16.26,20.45,30.37,98.96
2025-09-02 00:03:54,1756751634,33.46,37.76,72.25,80.07,61.32,46.49,37.33,15.77,41.68,46.8
2025-09-02 00:03:55,1756751635,30.34,18.47,35.31,18.17,30.06,24.02,69.12,31.48,96.74,65.69
2025-09-02 00:03:56,1756751636,69.73,79.07,67.35,94.34,92.2,38.87,64.89,54.32,60.82,38.04
2025-09-02 00:03:57,1756751637,29.49,36.06,68.74,15.42,42.12,28.89,18.17,74.46,13.75,12.35
2025-09-02 00:03:58,1756751638,13.01,60.8,44.08,90.44,78.44,65.57,33.82,20.05,49.1,35.98
2025-09-02 00:03:59,1756751639,94.56,43.87,37.74,46.41,31.95,89.76,19.69,91.55,60.15,99.07
2025-09-02 00:04:00,1756751640,18.35,37.9,34.53,74.02,32.33,44.52,95.65,74.19,80.46,80.59
